fec_candidate_id,name,party,status,fec_committee_id,cycle,office_state,district,branch,url,crp_id
H0TN04195,"DESJARLAIS, SCOTT HON.",REP,I,C00464073,2018,TN,4,H,http://www.scottdesjarlais.com/,N00030957
H8TN04099,"PHILLIPS, MARIAH NICOLE",DEM,C,C00639641,2018,TN,4,H,https://www.mariah4congress.com/,
H8TN04115,"SHUPE, MICHAEL",IND,C,,2018,TN,4,H,,
H6TN04218,"TYLER, RICK",IND,C,,2018,TN,4,H,http://ricktylerforcongress.com/,
H6TN05314,"BALL, JODY",REP,C,C00676130,2018,TN,5,H,http://jodyballforcongress.com/,
H2TN05131,"COOPER, JAMES H.S.",DEM,I,C00376665,2018,TN,5,H,http://www.cooperforcongress.com/,N00003132
H8TN06128,"BARLOW, DAWN",DEM,O,C00671263,2018,TN,6,H,https://www.dawnbarlowforcongress.com/,
H8TN06110,"DUNN, LLOYD 1981",IND,O,C00670323,2018,TN,6,H,https://votedunn.weebly.com/,
H8TN06094,"ROSE, JOHN W.",REP,O,C00652743,2018,TN,6,H,https://johnrose.com/,
H6TN06163,"ROSS, DAVID",IND,O,,2018,TN,6,H,https://www.davidvsdc.com/,
H8TN07076,"GREEN, MARK DR.",REP,O,C00658385,2018,TN,7,H,https://www.markgreen4tn.com/,
H8TN07068,"KANEW, JUSTIN",DEM,O,C00638403,2018,TN,7,H,https://www.kanewforcongress.com/,
H2TN07194,"LADNER, LEONARD (LARRY) D.",IND,O,,2018,TN,7,H,http://www.ladner4congress.com/,
H8TN07118,"LEGENDRE, BRENT",IND,O,,2018,TN,7,H,http://www.ofthepeople2018.com/,
H8TN08108,"BOATNER, JOHN BURKE JR",DEM,C,,2018,TN,8,H,,
H2TN08077,"HART, JAMES",IND,C,C00372722,2018,TN,8,H,,
H2TN07103,"KUSTOFF, DAVID",REP,I,C00614826,2018,TN,8,H,http://www.kustoffforcongress.com/,
H6TN08250,"Stotts-Pearson, Erika",DEM,C,C00684977,2018,TN,8,H,https://erikastottspearson.com/,
H8TN09122,"AWGOWHAT, LEO",IND,C,,2018,TN,9,H,,
H8TN09114,"BERGMANN, CHARLOTTE",REP,C,C00666685,2018,TN,9,H,http://www.electbergmann.com/,
H6TN09068,"COHEN, STEPHEN IRA",DEM,I,C00422980,2018,TN,9,H,http://cohenforcongress.com/,N00003225
H6TN09431,"MANTANONA, NICHOLAS BRENT MR.",IND,C,C00621508,2018,TN,9,H,,
S2TX00312,"CRUZ, RAFAEL EDWARD TED",REP,I,C00492785,2018,TX,0,S,https://www.tedcruz.org/,
S8TX00418,"DIKEMAN, NEAL MONROE",LIB,C,C00677336,2018,TX,0,S,https://www.nealdikeman.com/,
S8TX00285,"O'ROURKE, ROBERT (BETO)",DEM,C,C00501197,2018,TX,0,S,https://betofortexas.com/,
H8TX01069,"CALLAWAY, JEFF",LIB,C,,2018,TX,1,H,https://texasoutlawpoet.com/,
H4TX04039,"GOHMERT, LOUIS B. MR. JR.",REP,I,C00386532,2018,TX,1,H,https://www.gohmert.com/,N00026148
H2TX01062,"MCKELLAR, SHIRLEY JONETTA DR",DEM,C,C00506287,2018,TX,1,H,http://www.votemckellar.com/,N00033834
H8TX02166,"CRENSHAW, DANIEL",UNK,O,C00660795,2018,TX,2,H,https://crenshawforcongress.com/,
H8TX02216,"GUNNELS, PATRICK",LIB,C,,2018,TX,2,H,,
H8TX02067,"LITTON, TODD CATLETT",DEM,O,C00639526,2018,TX,2,H,https://toddlitton.com/,
H8TX03081,"Barone, Roger Richard",REP,O,C00637405,2018,TX,3,H,http://www.barone4congress2018.com/,
H8TX03099,"BURCH, LORIE LOUISE",DEM,O,C00647057,2018,TX,3,H,https://lorieburchforcongress.com/,
H2TX27117,"CLAYTOR, CHRISTOPHER J.",LIB,O,,2018,TX,3,H,,
H8TX03131,"MASON, ROBERT CARTER",IND,O,C00635268,2018,TX,3,H,https://www.robertmasontx.com/,
H8TX03123,"TAYLOR, NICHOLAS V.",REP,O,C00653634,2018,TX,3,H,http://www.vantaylor.com/,
H8TX04162,"KRANTZ, CATHERINE",DEM,C,C00659813,2018,TX,4,H,http://catherinekrantzforcongress.com/,
H4TX04153,"RATCLIFFE, JOHN L",REP,I,C00554113,2018,TX,4,H,http://ratcliffeforcongress.com/,N00035972
H8TX05144,"GOODEN, LANCE",REP,O,C00662601,2018,TX,5,H,http://www.lancegooden.com/,
H8TX05086,"WOOD, DANNY EUGENE JR",DEM,O,C00636860,2018,TX,5,H,http://www.votedanwood.com/,
H8TX06183,"SANCHEZ, JANA LYNNE MS",DEM,O,C00631978,2018,TX,6,H,https://sanchezforcongress2018.com/,
H8TX06233,"Wright, Ron",REP,O,C00662171,2018,TX,6,H,https://www.wright4congress.com/,
H0TX07055,"CULBERSON, JOHN",REP,I,C00343236,2018,TX,7,H,http://www.culbersonforcongress.com/,N00009738
H8TX07140,"Fletcher, Elizabeth",DEM,C,C00640045,2018,TX,7,H,https://www.lizziefletcher.com/,
H6TX08100,"BRADY, KEVIN",REP,I,C00311043,2018,TX,8,H,http://www.bradyforcongress.com/,N00005883
H8TX08080,"DAVID, STEVEN",DEM,C,C00648964,2018,TX,8,H,http://www.electstevendavid.com/,
H4TX09095,"GREEN, ALEXANDER",DEM,I,C00578567,2018,TX,9,H,https://algreen.org/,N00026686
H4TX10093,"McCaul, Michael",REP,I,C00392688,2018,TX,10,H,https://www.michaelmccaul.com/,N00026460
H8TX10110,"SIEGEL, MICHAEL",DEM,C,C00662668,2018,TX,10,H,https://siegelfortexas.org/,
H4TX19136,"CONAWAY, MICHAEL HONORABLE",REP,I,C00383828,2018,TX,11,H,https://www.mikeconaway.com/,N00026041
H8TX11100,"LEEDER, VIRGINIA LOUISE",DEM,C,C00649210,2018,TX,11,H,http://jennielouleeder.com/,
H8TX12074,"ADIA, VANESSA MICHELLE",DEM,C,C00635797,2018,TX,12,H,https://www.vanessaadia.com/,
H6TX12060,"GRANGER, KAY",REP,I,C00310532,2018,TX,12,H,http://kaygranger.com/,N00008799
H8TX13163,"SAGAN, GREGORY T. MR.",DEM,C,C00649392,2018,TX,13,H,https://gregsagan2018.org/,
H4TX13014,"THORNBERRY, MAC",REP,I,C00286187,2018,TX,13,H,http://www.macthornberry.com/,N00006052
H8TX14120,"BELL, ADRIENNE",DEM,C,C00639872,2018,TX,14,H,https://bell2018.com/,
H2TX14149,"WEBER, RANDY",REP,I,C00502229,2018,TX,14,H,http://www.randyweber.org/,N00033539
H6TX15162,"GONZALEZ, VICENTE",DEM,I,C00592659,2018,TX,15,H,http://www.vicentegonzalez.com/,N00038809
H6TX15204,"WESTLEY, TIMMY LEE",REP,C,C00597716,2018,TX,15,H,http://www.timwestley.com/,N00038813
H8TX16109,"ESCOBAR, VERONICA",DEM,O,C00653923,2018,TX,16,H,https://veronicaescobar.com/,
H8TX16133,"SEEBERGER, RICK",REC,O,C00662379,2018,TX,16,H,https://www.seebergerforcongress.com/,
H0TX17104,"FLORES, BILL",REP,I,C00472241,2018,TX,17,H,http://www.billflores.com/,N00031545
H8TX17149,"KENNEDY, RICHARD",DEM,C,C00654640,2018,TX,17,H,https://www.rickkennedyforcongress.com/,
H4TX18054,"LEE, SHEILA JACKSON",DEM,I,C00287904,2018,TX,18,H,http://www.sheilajacksonlee18.com/,N00005818
H6TX18158,"PATE, AVA",REP,C,C00598375,2018,TX,18,H,http://www.avapateforuscongress.com/,N00038816
H6TX19099,"ARRINGTON, JODEY COOK",REP,I,C00588657,2018,TX,19,H,http://jodeyarrington.com/,N00038285
H8TX19111,"LEVARIO, MIGUEL ANTONIO MR. PHD",DEM,C,C00638353,2018,TX,19,H,https://levarioforcongress.com/,
H2TX35011,"CASTRO, JOAQUIN",DEM,I,C00497933,2018,TX,20,H,http://www.castroforcongress.com/,N00033316
H6TX20097,"PERSINGER, SCOTT EDWARD",REP,C,C00588251,2018,TX,20,H,,N00038288
H8TX21190,"Kopser, Joseph",DEM,O,C00641191,2018,TX,21,H,https://kopserforcongress.com/,
H8TX21307,"ROY, CHIP",REP,O,C00662767,2018,TX,21,H,https://chiproy.com/,
H8TX21372,"SANTOS, LEE",LIB,O,,2018,TX,21,H,https://www.hardcorelibertarian.com/,
H8TX21232,"TURULLOLS-BONILLA, RICARDO MR",UN,O,C00660845,2018,TX,21,H,http://ric4ush21.com/language/en/,
H8TX22313,"Kulkarni, Sri Preston",DEM,C,C00662874,2018,TX,22,H,https://www.kulkarniforcongress.com/,
H8TX22305,"MCELLIGOTT, JOHN B.",LIB,C,,2018,TX,22,H,,
H8TX22107,"OLSON, PETER G.",REP,I,C00437913,2018,TX,22,H,https://www.olsonforcongress.com/,N00029285
H8TX22297,"SWENY, SARA KELLEN MRS.",IND,C,C00671131,2018,TX,22,H,https://www.kellenforcongress.com/,
H4TX23088,"CORVALAN, RUBEN",LIB,C,C00622746,2018,TX,23,H,,N00035994
H8TX23170,"HILDT, ROBERT TRAVIS",GRE,C,C00679761,2018,TX,23,H,https://hildt4congress.org/,
H0TX23086,"HURD, WILLIAM",REP,I,C00545467,2018,TX,23,H,http://www.hurdforcongress.com/,N00031417
H8TX23121,"Jones, Gina Ortiz",DEM,C,C00652297,2018,TX,23,H,https://ginaortizjones.com/,
H4TX24151,"KOLLS, MIKE",LIB,C,,2018,TX,24,H,http://www.tellwashington.us/,
H4TX24094,"MARCHANT, KENNY E MR.",REP,I,C00393348,2018,TX,24,H,http://www.kennymarchant.com/,N00026710
H6TX24149,"MCDOWELL, JAN",DEM,C,C00588558,2018,TX,24,H,https://www.janmcdowell.com/,N00038290
H8TX25175,"LINDSEY, DESARAE",LIB,C,,2018,TX,25,H,,
H8TX25159,"OLIVER, JULIE LYNN",DEM,C,C00661769,2018,TX,25,H,https://oliver2018.com/,
H2TX33040,"WILLIAMS, ROGER",REP,I,C00498121,2018,TX,25,H,http://www.rogerforcongress.com/,N00030602
H0TX26105,"BOLER, MARK",LIB,C,,2018,TX,26,H,https://www.markboler4congress.org/,
H2TX26093,"BURGESS, MICHAEL C. DR.",REP,I,C00372532,2018,TX,26,H,http://burgessforcongress.org/,N00025219
H8TX26124,"FAGAN, LINSEY",DEM,C,C00635870,2018,TX,26,H,https://www.linseyfagan.com/,
H8TX27049,"CLOUD, MICHAEL",REP,I,C00655332,2018,TX,27,H,https://www.cloudforcongress.com/,
H8TX27056,"HOLGUIN, ERIC",DEM,O,C00641340,2018,TX,27,H,https://www.ericforus.com/,
H8TX27114,"TINUS, DANIEL",LIB,O,C00678672,2018,TX,27,H,https://dtinusforcongress.com/,
H2TX23082,"CUELLAR, HENRY R.",DEM,I,C00371302,2018,TX,28,H,http://www.henrycuellar.com/,N00024978
H8TX28211,"THOMAS, ARTHUR M., IV",LIB,C,,2018,TX,28,H,https://www.amtiv.com/,
H8TX29144,"BURNS, CULLEN",LIB,O,,2018,TX,29,H,,
H8TX29052,"GARCIA, SYLVIA R",DEM,O,C00660555,2018,TX,29,H,http://sylviaforcongress.com/,
H8TX29094,PHILLIP ARNOLD ARONOFF,REP,O,C00662973,2018,TX,29,H,https://www.aronoffforcongress.com/,
H2TX00015,"JOHNSON, EDDIE BERNICE",DEM,I,C00254573,2018,TX,30,H,,N00008122
H8TX30050,"JONES, SHAWN",LIB,C,,2018,TX,30,H,https://www.shawnjonesforcongress.com/welcometofreedom,
H2TX31044,"CARTER, JOHN R. REP.",REP,I,C00371203,2018,TX,31,H,https://www.johncarterforcongress.com/,N00025095
H8TX31058,"Hegar, Mary Jennings MJ",DEM,C,C00649350,2018,TX,31,H,http://www.mjfortexas.com/,
H8TX31066,"HOPE, JASON",LIB,C,,2018,TX,31,H,,
H8TX32098,"Allred, Colin",DEM,C,C00637868,2018,TX,32,H,https://www.colinallred.com/,
H8TX32189,"BAKER, MELINA",LIB,C,,2018,TX,32,H,,
H2TX03126,"SESSIONS, PETE MR.",REP,I,C00303305,2018,TX,32,H,https://www.petesessions.com/,N00005681
H8TX33021,"BILLUPS, WILLIE KAILAWN",REP,C,C00663179,2018,TX,33,H,http://www.billupsforcongress.com/,
H4TX33020,"REEVES, JASON",LIB,C,,2018,TX,33,H,,
H2TX33073,"VEASEY, MARC ALLISON MR.",DEM,I,C00506832,2018,TX,33,H,http://marcveasey.com/,N00033839
H6TX34031,"GONZALEZ, REY DR.",REP,C,C00607333,2018,TX,34,H,https://reygonzalez.org/,
H2TX27190,"VELA, FILEMON",DEM,I,C00513531,2018,TX,34,H,http://www.filemonvelaforcongress.com/,N00034349
H4TX10028,"DOGGETT, LLOYD",DEM,I,C00286500,2018,TX,35,H,https://www.votedoggett.com/,N00006023
H2TX01070,"PATERSON, CLARK",LIB,C,,2018,TX,35,H,http://www.clarkpforcongress.com/,
H8TX35026,"SMALLING, DAVID",REP,C,C00658849,2018,TX,35,H,https://www.davidsmallingforcongress.com/,
H6TX02079,"BABIN, BRIAN",REP,I,C00553859,2018,TX,36,H,http://www.babinforcongress.com/,N00005736
H8TX36024,"STEELE, DAYNA MS.",DEM,C,C00639419,2018,TX,36,H,https://daynasteele36.com/,
S2UT00229,"AALDERS, TIMOTHY NOEL",CON,O,C00678300,2018,UT,0,S,,
S8UT00127,"BOWDEN, CRAIG",LIB,O,C00636647,2018,UT,0,S,bowden4senate.com/,
S8UT00242,"KENNEDY, MIKE",REP,O,C00674358,2018,UT,0,S,,
S8UT00176,"ROMNEY, MITT WILLARD MR",REP,O,C00670695,2018,UT,0,S,https://www.romneyforutah.com/,
S8UT00143,"WILSON, JENNY",DEM,O,C00638460,2018,UT,0,S,https://wilsonforsenate.com/,
H2UT01094,"BISHOP, ROBERT",REP,I,C00374231,2018,UT,1,H,https://votebishop.com/,N00025292
H8UT01158,"CASTILLO, LEE MR",DEM,C,C00671982,2018,UT,1,H,https://utahisforeverybody.com/,
H8UT01125,"DAVIS, ADAM",GRE,C,C00670455,2018,UT,1,H,https://www.davisforutah.com/,
H8UT01133,"ELIASON, ERIC R",UNI,C,C00670059,2018,UT,1,H,https://eliasonforcongress.com/,
H8UT02255,"GHORBANI, SHIREEN SARAH",DEM,C,C00656280,2018,UT,2,H,https://www.shireenforcongress.com/,
H2UT02324,"STEWART, CHRIS",REP,I,C00506931,2018,UT,2,H,http://stewartforutah.com/,N00033932
H8UT02297,"WHIPPLE, JEFFREY",LIB,C,,2018,UT,2,H,https://www.whippleforcongress.org/,
H8UT03238,"CURTIS, JOHN",REP,I,C00647339,2018,UT,3,H,,
H8UT03444,"DUERDEN, GREGORY C.",IAP,C,,2018,UT,3,H,,
H8UT03451,"MCCOARD, MELANIE",OTH,C,,2018,UT,3,H,,
H8UT03402,"SINGER, JAMES COURAGE",DEM,C,C00673749,2018,UT,3,H,,
H2UT04023,"LOVE, MIA",REP,I,C00505776,2018,UT,4,H,,N00033842
H8UT04053,"MCADAMS, BEN",DEM,C,C00658633,2018,UT,4,H,,
S2VA00142,"KAINE, TIMOTHY MICHAEL",DEM,I,C00495358,2018,VA,0,S,https://www.timkaine.com/,
H4VA00049,"MARSHALL, ROBERT G",REP,C,C00558528,2018,VA,0,H,,
S8VA00297,"STEWART, COREY ALAN",REP,C,C00650374,2018,VA,0,S,https://www.coreystewart.com/,
H8VA01303,"WILLIAMS, VANGIE",DEM,C,C00632059,2018,VA,1,H,https://vangieforcongress.com/,
H8VA01147,"WITTMAN, ROBERT J MR.",REP,I,C00441014,2018,VA,1,H,https://robwittman.com/,N00029459
H6VA02115,"BROWN, SHAUN DENISE",DEM,C,C00615013,2018,VA,2,H,,N00039713
H8VA02111,"LURIA, ELAINE",DEM,C,C00664375,2018,VA,2,H,https://elaineforcongress.com/,
H0VA02118,"TAYLOR, SCOTT W. MR.",REP,I,C00608703,2018,VA,2,H,https://scotttaylor.us/,
H6VA01117,"SCOTT, ROBERT C MR",DEM,I,C00256925,2018,VA,3,H,,N00002147
H8VA04026,"MCADAMS, RYAN A. MR.",REP,C,C00663070,2018,VA,4,H,https://www.ryanmcadamsforcongress.com/,
H6VA04061,"MCEACHIN, ASTON DONALD",DEM,I,C00610964,2018,VA,4,H,https://www.donaldmceachin.com/,N00039327
H8VA04042,"WELLS, PETER JOSEPH",LIB,C,C00676379,2018,VA,4,H,https://www.petewellsforliberty.org/,
H8VA05155,"COCKBURN, LESLIE",DEM,O,C00650366,2018,VA,5,H,https://www.lesliecockburnforcongress.com/,
H8VA05171,"RIGGLEMAN, DENVER LEE MR. III",REP,O,C00680488,2018,VA,5,H,http://www.denverforcongress.com/,
H8VA06104,"CLINE, BENJAMIN LEE",REP,O,C00661561,2018,VA,6,H,http://www.bencline.com/,
H8VA06138,"LEWIS, JENNIFER LYNN",DEM,O,C00669531,2018,VA,6,H,https://jenniferlewisforcongress.com/,
H8VA07060,"ALLI, HELEN",OTH,C,C00634899,2018,VA,7,H,https://alliforva.com/,
H4VA07143,"BRAT, DAVID ALAN MR.",REP,I,C00554949,2018,VA,7,H,https://davebrat.com/,N00036013
H8VA07094,"SPANBERGER, ABIGAIL",DEM,C,C00649913,2018,VA,7,H,https://abigailspanberger.com/,
H4VA08224,"BEYER, DONALD STERNOFF HONORABLE JR.",DEM,I,C00555888,2018,VA,8,H,http://friendsofdonbeyer.com/,N00036018
H8VA08159,"OH, THOMAS",REP,C,C00669507,2018,VA,8,H,https://www.letuschangecongress.org/,
H6VA08229,"WEBB, MICHAEL DAVID",REP,C,C00591537,2018,VA,8,H,,N00038575
H8VA09066,"FLACCAVENTO, ANTHONY JUDE MR",DEM,C,C00657619,2018,VA,9,H,https://www.flacc4congress.com,
H0VA09055,"GRIFFITH, H MORGAN",REP,I,C00477240,2018,VA,9,H,http://www.morgangriffithforcongress.com/,N00032029
H4VA10089,"COMSTOCK, BARBARA",REP,I,C00554261,2018,VA,10,H,https://www.barbaracomstockforcongress.com/,N00036023
H8VA10106,"WEXTON, JENNIFER",DEM,C,C00638023,2018,VA,10,H,https://jenniferwexton.com/,
H8VA11062,"CONNOLLY, GERALD EDWARD",DEM,I,C00445452,2018,VA,11,H,http://www.gerryconnolly.com/,N00029891
H8VA11070,"DOVE, JEFFERY ANTHONY MR. JR.",REP,C,C00630384,2018,VA,11,H,http://www.doveforcongress.com/,
H8VA11088,"PORTER, STEVAN MICHAEL MR.",LIB,C,C00631762,2018,VA,11,H,http://www.porter4us.com/,
H4VI00146,"MALONE, SHAWN-MICHAEL",DEM,O,C00559971,2018,VI,0,H,,
H2VI00082,"PLASKETT, STACEY",DEM,I,C00528182,2018,VI,0,H,,N00035000
H6VI00067,"RUSSELL, RONALD E MR",DEM,C,C00622985,2018,VI,0,H,,
S2VT00144,"PAIGE, H BROOKE",REP,C,C00525964,2018,VT,0,S,,
S4VT00033,"SANDERS, BERNARD",IND,I,C00411330,2018,VT,0,S,https://berniesanders.com/,
H8VT01065,"TYNIO, NATASHA ANYA",REP,,C00684696,2018,VT,0,H,,
H6VT00160,"WELCH, PETER",DEM,I,C00413179,2018,VT,0,H,https://www.welchforcongress.com/,N00000515
S8VT00141,"ZUPAN, LAWRENCE",REP,C,C00684241,2018,VT,0,S,https://www.zupanforsenate.org/,
S8WA00194,"CANTWELL, MARIA",DEM,I,C00349506,2018,WA,0,S,https://www.cantwell.com/,
S8WA00319,"HUTCHISON, SUSAN",REP,C,C00681569,2018,WA,0,S,https://www.susan4senate.com/,
H8WA01077,"BEELER, JEFFREY ALLEN SR",REP,C,C00680264,2018,WA,1,H,https://www.beeler4congress.com/,
H0WA08046,"DELBENE, SUZAN K",DEM,I,C00459099,2018,WA,1,H,http://www.delbeneforcongress.com/,N00030693
H0WA02080,"LARSEN, RICK",DEM,I,C00345546,2018,WA,2,H,https://www.ricklarsen.org/,N00009759
H8WA02208,"LUKE, BRIAN",LIB,C,,2018,WA,2,H,https://www.luke4congress.com/,
H8WA02182,"MOVER, UNCLE",REP,C,,2018,WA,2,H,,
H0WA03187,"HERRERA BEUTLER, JAIME",REP,I,C00472704,2018,WA,3,H,https://www.votejaime.com/,N00031559
H8WA03198,"Long, Carolyn N.",DEM,C,C00660472,2018,WA,3,H,https://www.electlong.com/,
H8WA04089,"BROWN, CHRISTINE CAROL",DEM,C,C00647008,2018,WA,4,H,https://www.christinebrownforcongress.com/,
H4WA04104,"NEWHOUSE, DAN",REP,I,C00559393,2018,WA,4,H,https://www.dannewhouse.com/,N00036403
H8WA05193,"BROWN, LISA",DEM,C,C00654400,2018,WA,5,H,http://www.lisabrownforcongress.com/,
H4WA05077,"MCMORRIS RODGERS, CATHY",REP,I,C00390476,2018,WA,5,H,http://www.cathyforcongress.com/,N00026314
H8WA06100,"DIGHTMAN, DOUGLAS",REP,C,C00679571,2018,WA,6,H,http://www.dightmanforcongress.com/,
H2WA06129,"KILMER, DEREK",DEM,I,C00514893,2018,WA,6,H,http://www.derekkilmer.com/,N00034453
H6WA07458,"JAYAPAL, PRAMILA",DEM,I,C00605592,2018,WA,7,H,https://www.pramilaforcongress.com/,N00038858
H4WA07073,"KELLER, CRAIG",REP,C,C00569707,2018,WA,7,H,,
H8WA08163,"RITTEREISER, JASON",DEM,O,C00650028,2018,WA,8,H,https://www.jasonrittereiser.com/,
H8WA08205,"ROSSI, DINO",REP,O,C00656371,2018,WA,8,H,https://www.dinorossi.com/,
H8WA08189,"Schrier, Kim",DEM,O,C00652628,2018,WA,8,H,https://drkimschrier.com/,
H6WA09025,"SMITH, D. ADAM",DEM,I,C00304709,2018,WA,9,H,http://www.electadamsmith.com/,N00007833
H8WA09054,"SMITH, SARAH",DEM,C,C00640151,2018,WA,9,H,https://www.votesarahsmith.com/,
H8WA10045,"BRUMBLES, JOSEPH",REP,C,,2018,WA,10,H,https://josephbrumbles.com/,
H0WA03161,"HECK, DENNIS",DEM,I,C00472159,2018,WA,10,H,http://www.dennyheckforcongress.com/,N00031557
S2WI00219,"BALDWIN, TAMMY",DEM,I,C00326801,2018,WI,0,S,https://www.tammybaldwin.com/,
S2WI00193,"SCHIESS, JOHN T",REP,C,C00497925,2018,WI,0,S,http://www.afact.us/,
S8WI00224,"VUKMIR, LEAH",REP,C,C00655522,2018,WI,0,S,https://leahvukmir.com/,
S8WI00208,"WALTERS, MARY JO",DEM,C,C00652115,2018,WI,0,S,,
H8WI01123,"BRYCE, RANDY",DEM,O,C00647537,2018,WI,1,H,https://www.randybryceforcongress.com/,
H8WI01156,"Steil, Bryan George",REP,O,C00677286,2018,WI,1,H,http://steilforwisconsin.com/,
H2WI02124,"POCAN, MARK",DEM,I,C00502179,2018,WI,2,H,http://www.pocanforcongress.com/,N00033549
H6WI03099,"KIND, RONALD JAMES",DEM,I,C00312017,2018,WI,3,H,http://www.ronkind.org/,N00004403
H8WI03103,"TOFT, STEVE",REP,C,C00658807,2018,WI,3,H,http://www.toftforcongress.com/,
H4WI04183,"MOORE, GWEN S",DEM,I,C00397505,2018,WI,4,H,https://www.gwenmooreforcongress.com/,N00026914
H8WI04069,"ROGERS, TIM",REP,C,,2018,WI,4,H,,
H8WI05165,"PALZEWICZ, TOM",DEM,C,C00653733,2018,WI,5,H,https://www.tomforwi.com/,
H8WI09050,"SENSENBRENNER, F. JAMES JR.",REP,I,C00083428,2018,WI,5,H,http://www.sensenbrenner.org/,N00004291
H4WI06048,"GROTHMAN, GLENN S.",REP,I,C00561597,2018,WI,6,H,http://www.glenngrothman.com/,N00036409
H8WI06098,"KOHL, DAN",DEM,C,C00647164,2018,WI,6,H,http://www.kohlforcongress.com/,
H8WI07138,"DRIESSEN, KEN",IND,C,,2018,WI,7,H,http://wethepeoplerule.net/,
H0WI07051,"DUFFY, SEAN",REP,I,C00464339,2018,WI,7,H,http://duffyforwisconsin.com/,N00030967
H8WI07096,"ENGEBRETSON, MARGARET RUTH",DEM,C,C00669143,2018,WI,7,H,https://www.vetfordemocracy.com/,
H6WI08155,"GALLAGHER, MICHAEL JOHN",REP,I,C00610212,2018,WI,8,H,http://www.mikeforwisconsin.com/,N00039330
H8WI08045,"LIEGEOIS, BEAU",DEM,C,C00655233,2018,WI,8,H,https://beauforcongress.com/,
S0WV00090,"MANCHIN III, JOE",DEM,I,C00486563,2018,WV,0,S,https://joemanchinwv.com/,
S8WV00143,"MORRISEY, PATRICK MR",REP,C,C00651075,2018,WV,0,S,https://patrickmorrisey.com/,
H8WV01075,"FERSHEE, KENDRA JEAN HUARD",DEM,C,C00655860,2018,WV,1,H,https://www.teamkendrawv.com/,
H0WV01072,"MCKINLEY, DAVID B. MR.",REP,I,C00473132,2018,WV,1,H,,N00031681
H4WV02080,"MOONEY, ALEXANDER XAVIER",REP,I,C00629949,2018,WV,2,H,,N00033814
H8WV02115,"SERGENT, TALLEY",DEM,C,C00650176,2018,WV,2,H,http://talleysergent.com/,
H8WV03121,"LOVE, SHIRLEY",DEM,O,C00670588,2018,WV,3,H,,
H8WV03097,"MILLER, CAROL DEVINE",REP,O,C00653220,2018,WV,3,H,https://www.electcarolmiller.com/,
H8WV03048,"OJEDA, RICHARD NEECE SENATOR II",DEM,O,C00639989,2018,WV,3,H,https://voteojeda.com/,
S6WY00068,"BARRASSO, JOHN A",REP,I,C00436386,2018,WY,0,S,https://www.barrassoforwyoming.com/,N00006236
H6WY00159,"CHENEY, ELIZABETH MRS.",REP,I,C00607556,2018,WY,0,H,,N00035504
H8WY01062,"HUNTER, GREG",DEM,C,,2018,WY,0,H,https://hunterforwyoming.com/,
S8WY00189,"TRAUNER, GARY",DEM,C,C00663146,2018,WY,0,S,https://traunerforwy.com/,
