fec_candidate_id,name,party,status,fec_committee_id,cycle,office_state,district,branch,url,crp_id
H8FL15107,"POSEY, BILL",REP,I,C00444968,2018,FL,8,H,http://billposey.com/,N00029662
H6FL09195,"LIEBNITZKY, WAYNE",REP,C,C00582015,2018,FL,9,H,wayneforcongress.com/,N00037445
H6FL09179,"SOTO, DARREN",DEM,I,C00581074,2018,FL,9,H,https://www.darrensoto.com/,N00037422
H2FL08063,"DEMINGS, VALDEZ VAL",DEM,I,C00590489,2018,FL,10,H,http://www.valdemings.com/,N00033449
H8FL11130,"COTTRELL, DANA",DEM,C,C00673145,2018,FL,11,H,https://danacottrellforcongress.com/,
H0FL08208,"WEBSTER, DANIEL",REP,I,C00481911,2018,FL,11,H,http://www.electwebster.com/,N00026335
H6FL09070,"BILIRAKIS, GUS M",REP,I,C00408534,2018,FL,12,H,http://bilirakisforcongress.com/,N00027462
H8FL12088,"HUNTER, CHRISTOPHER J.",DEM,C,C00664417,2018,FL,12,H,https://www.chrishunterforcongress.com/,
H8FL12096,"PURKIS, ANGELIKA MRS.",NPA,C,C00669945,2018,FL,12,H,https://angelikapurkisforuscongress.com/,
H8FL13136,"BUCK, GEORGE WILLIAM PHD",REP,C,C00667808,2018,FL,13,H,https://www.georgebuckjr.com/,
H6FL13205,"CRIST, CHARLIE JOSEPH",DEM,I,C00590067,2018,FL,13,H,https://charliecrist.com/,N00002942
H6FL11126,"CASTOR, KATHY",DEM,I,C00410761,2018,FL,14,H,http://www.castorforcongress.com/,N00027514
H8FL15271,"CARLSON, KRISTEN",DEM,O,C00677096,2018,FL,15,H,https://www.kristencarlsonforcongress.com/,
H8FL15230,"SPANO, VINCENT ROSS",REP,O,C00676668,2018,FL,15,H,http://www.rossspano.com/,
H6FL13148,"BUCHANAN, VERNON",REP,I,C00412759,2018,FL,16,H,https://www.vernbuchanan.com/,N00027626
H8FL16055,"SHAPIRO, M. DAVID",DEM,C,C00658419,2018,FL,16,H,https://voteshapiro2018.com/,
H4FL19058,"FREEMAN, APRIL JUNE",DEM,O,C00541359,2018,FL,17,H,http://www.aprilfreeman.com/,N00035223
H8FL17053,"STEUBE, W. GREG",REP,O,C00671891,2018,FL,17,H,https://www.electgregsteube.com/,
H8FL18028,"BAER, LAUREN",DEM,C,C00652594,2018,FL,18,H,https://laurenbaerforcongress.com/,
H6FL18097,"MAST, BRIAN",REP,I,C00632257,2018,FL,18,H,https://www.mastforcongress.com/,N00037269
H8FL19067,"HOLDEN, DAVID",DEM,C,C00649079,2018,FL,19,H,http://www.holden2018.com/,
H6FL19087,"ROONEY, FRANCIS",REP,I,C00618223,2018,FL,19,H,http://francisrooney.com/,
H4FL20064,"BONNER, JAY ALAN",NNE,C,C00550848,2018,FL,20,H,http://www.jaybonner.us/,N00035577
H2FL23021,"HASTINGS, ALCEE L",DEM,I,C00269837,2018,FL,20,H,http://alceeforcongress.com/,N00002884
H2FL14053,"FRANKEL, LOIS J.",DEM,I,C00494856,2018,FL,21,H,https://loisfrankelforcongress.com/,N00002893
H0FL19080,"DEUTCH, THEODORE ELIOT",DEM,I,C00469163,2018,FL,22,H,http://www.tedforcongress.com/,N00031317
H8FL22061,"KIMAZ, NICOLAS T MR.",REP,C,C00661629,2018,FL,22,H,http://www.kimazforcongress.com/,
H6FL23063,"CANOVA, TIMOTHY A.",IND,C,C00602920,2018,FL,23,H,timcanova.com/,N00038633
H6FL23089,"ENDRISS, DONALD",UNK,C,C00679258,2018,FL,23,H,http://www.donendriss.com/,
H2FL20043,"KAUFMAN, JOSEPH ""JOE""",REP,C,C00501205,2018,FL,23,H,https://www.kaufmanforcongress.com/,N00033516
H4FL20023,"WASSERMAN SCHULTZ, DEBBIE",DEM,I,C00385773,2018,FL,23,H,https://www.debbiewassermanschultz.com/,N00026106
H0FL17068,"WILSON, FREDERICA S.",DEM,I,C00460055,2018,FL,24,H,http://www.fredericawilsonforcongress.com/,N00030650
H8FL27086,"BARZEE FLORES, MARY",DEM,O,C00651471,2018,FL,25,H,https://marybarzeeflores.com/,
H2FL25018,"DIAZ-BALART, MARIO",REP,I,C00376087,2018,FL,25,H,http://www.mariodiazbalart.com/,N00025337
H4FL26038,"CURBELO, CARLOS",REP,I,C00546846,2018,FL,26,H,https://carloscurbelo.com/,N00035403
H8FL26039,"MUCARSEL-POWELL, DEBBIE",DEM,C,C00652065,2018,FL,26,H,https://debbiemucarselpowell.com/,
H8FL27185,"SALAZAR, MARIA ELVIRA",REP,O,C00671859,2018,FL,27,H,https://www.mariaelvira.com/,
H8FL27193,"SHALALA, DONNA",DEM,O,C00672311,2018,FL,27,H,https://donnashalala.com/,
H4GA01039,"CARTER, EARL LEROY",REP,I,C00543967,2018,GA,1,H,http://buddycarterforcongress.com/,N00035346
H8GA01063,"RING, LISA M.",DEM,C,C00648287,2018,GA,1,H,https://www.lisaringforcongress.com/,
H2GA02031,"BISHOP, SANFORD D",DEM,I,C00266940,2018,GA,2,H,https://sanfordbishop.com/,N00002674
H8GA02087,"WEST, HERMAN JR.",REP,C,C00670380,2018,GA,2,H,https://hermanwest4congress.com/,
H8GA03051,"ENDERLIN, CHARLES JOSEPH JR.",DEM,C,C00647446,2018,GA,3,H,https://chuckenderlin.com/,
H6GA03113,"FERGUSON, ANDERSON DREW IV",REP,I,C00607838,2018,GA,3,H,https://fergusonforgeorgia.com/conservative-for-georgia/,N00039090
H6GA04129,"JOHNSON, HENRY C. 'HANK",DEM,I,C00418293,2018,GA,4,H,https://hankforcongress.com/,N00027848
H8GA04125,"PROFIT, JOSEPH",REP,C,C00675777,2018,GA,4,H,https://joeprofitforcongress.com/,
H6GA05217,"LEWIS, JOHN R.",DEM,I,C00202416,2018,GA,5,H,http://www.johnlewisforcongress.com/,N00002577
H8GA06377,"ABEL, KEVIN",DEM,C,C00658625,2018,GA,6,H,https://www.kevinabelforcongress.com/,
H8GA06286,"HANDEL, KAREN CHRISTINE",REP,I,C00633362,2018,GA,6,H,,
H8GA06393,"MCBATH, LUCIA KAY MS.",DEM,C,C00672295,2018,GA,6,H,http://www.lucyforcongress.com/,
H8GA07201,"BOURDEAUX, CAROLYN",DEM,C,C00649376,2018,GA,7,H,https://www.carolyn4congress.com/,
H8GA07151,"KIM, DAVID",DEM,C,C00647131,2018,GA,7,H,http://davidkim2018.com/,
H0GA07133,"WOODALL, ROB REP.",REP,I,C00482307,2018,GA,7,H,http://robwoodall.com/,N00032416
H0GA08099,"SCOTT, JAMES AUSTIN",REP,I,C00482737,2018,GA,8,H,http://scottforga.com/,N00032457
H2GA09150,"COLLINS, DOUGLAS ALLEN",REP,I,C00502039,2018,GA,9,H,http://www.collinsleads.com/,N00033518
H8GA09074,"GILMER, ROBIN AARON MR",LIB,C,C00674481,2018,GA,9,H,https://www.robingilmer.com/,
H8GA09058,"MCCALL, JOSHUA BRAXTON",DEM,C,C00647222,2018,GA,9,H,https://mccallforall.com/,
H0GA07125,"HICE, JODY",REP,I,C00544445,2018,GA,10,H,http://www.jodyhice.com/,N00032243
H8GA10197,"JOHNSON-GREEN, TABITHA",DEM,C,C00674143,2018,GA,10,H,https://www.johnsongreenforcongress.com/,
H8GA11054,"BROADY JR. , FLYNN D.",DEM,C,,2018,GA,11,H,https://www.changethenarrative2018.com/,
H4GA11061,"LOUDERMILK, BARRY",REP,I,C00543892,2018,GA,11,H,http://loudermilkforcongress.com/,N00035347
H2GA12121,"ALLEN, RICHARD W",REP,I,C00504019,2018,GA,12,H,https://www.rickwallen.com/,N00033720
H8GA12078,"JOHNSON, FRANCYS",DEM,C,C00666941,2018,GA,12,H,https://www.francysjohnson.org/,
H8GA13035,"CALLAHAN, DAVID ALAN",REP,C,C00673202,2018,GA,13,H,http://www.friendsofdavidcallahan.us/,
H8GA13027,"COWEN, MARTIN LINDSEY MR. III",LIB,C,C00672352,2018,GA,13,H,http://www.cowenforcongress.com/,
H2GA13012,"SCOTT, DAVID ALBERT",DEM,I,C00369801,2018,GA,13,H,,N00024871
H8GA14025,"FOSTER, STEVEN",DEM,C,C00675686,2018,GA,14,H,,
H0GA09030,"GRAVES, JOHN THOMAS MR. JR.",REP,I,C00462556,2018,GA,14,H,http://www.gravesforcongress.org/,N00030788
H2GU00033,"BORDALLO, MADELEINE Z. MS.",DEM,I,C00369686,2018,GU,0,H,,N00024866
H6GU01016,"CAMACHO, FELIX P GOVERNOR",REP,C,C00610204,2018,GU,0,H,,N00039305
H8GU00022,"DIAZ, JONATHAN FRANK BLAS",IND,C,C00529982,2018,GU,0,H,,
S8HI00210,"CURTIS , RON",REP,,,2018,HI,0,S,https://roncurtis808.com/introduction/,
S2HI00106,"HIRONO, MAZIE K",DEM,I,C00420760,2018,HI,0,S,https://mazieforhawaii.com/,
S0HI00118,"REYES, ARTURO PACHECO",IND,C,C00619403,2018,HI,0,S,,
H8HI01267,"BURB, ZACHARY B.",GRE,,,2018,HI,1,H,,
H8HI01234,"CASE, ED",DEM,O,C00680918,2018,HI,1,H,https://www.edcase.com/,
H8HI00012,"CAVASSO, CAMPBELL",REP,O,C00680876,2018,HI,1,H,https://cam4congress.com/,
H4HI01183,"GRIFFIN, CALVIN",NNE,O,,2018,HI,1,H,,
H8HI01283,"TIPPENS, MICHELLE ROSE",LIB,,,2018,HI,1,H,,
H8HI02141,"EVANS, BRIAN",REP,C,C00671008,2018,HI,2,H,https://www.brianevansforcongress.com/,
H2HI02508,"GABBARD, TULSI",DEM,I,C00497396,2018,HI,2,H,https://www.votetulsi.com/,N00033281
H2IA01055,"BLUM, RODNEY",REP,I,C00543926,2018,IA,1,H,http://rodblum.com/,N00033744
H8IA01094,"FINKENAUER, ABBY",DEM,C,C00637074,2018,IA,1,H,https://www.abbyfinkenauer.com/,
H8IA02084,"CALIGIURI, GINNY",REP,C,C00672212,2018,IA,2,H,http://www.ginnygetsiowa.com/,
H6IA02146,"LOEBSACK, DAVID WAYNE",DEM,I,C00414318,2018,IA,2,H,https://www.loebsackforcongress.org/,N00027741
H6IA02161,"PETERS, CHRISTOPHER",REP,C,C00662395,2018,IA,2,H,https://drpetersforiowa.com/,N00039395
H8IA03124,"Axne, Cindy",DEM,C,C00646844,2018,IA,3,H,https://cindyaxneforcongress.com/,
H4IA03149,"HOLDER, BRYAN JACK",LIB,C,,2018,IA,3,H,http://www.holderforiowa.com/,
H8IA03140,"KNUPP, PAUL REV. DR. JR.",GRE,C,,2018,IA,3,H,https://www.knuppforcongress.org/,
H4IA03115,"YOUNG, DAVID",REP,I,C00545616,2018,IA,3,H,http://www.davidyoungforiowa.com/,N00035509
H8IA04155,"ALDRICH, CHARLES",LIB,C,,2018,IA,4,H,,
H2IA05072,"KING, STEVE MR.",REP,I,C00373563,2018,IA,4,H,http://kingforcongress.com/,N00025237
H8IA04106,"SCHOLTEN, JAMES D.",DEM,C,C00650622,2018,IA,4,H,https://www.scholten4iowa.com/,
H0IA05092,"CAMPBELL, MATTHEW",DEM,C,C00473959,2018,IA,5,H,,
H8ID01124,"FULCHER, RUSS",REP,O,C00648295,2018,ID,1,H,http://russfulcher.com/,
H8ID01199,"HOWARD, WILLIAM",LIB,O,C00672493,2018,ID,1,H,https://www.wsh4idaho.org/,
H2ID01150,"LIFE, PRO",CON,O,C00525576,2018,ID,1,H,,
H8ID01215,"MCNEIL, ANA",DEM,O,C00676163,2018,ID,1,H,,
H8ID02064,"SIMPSON, MICHAEL",REP,I,C00331397,2018,ID,2,H,http://www.simpsonforcongress.com/,N00006263
H8ID02148,"SWISHER, CARLTON AARON",DEM,C,C00663542,2018,ID,2,H,https://swisherforidaho.com/,
H8ID10018,"SHAH, SAPAN M.D., J.D.",REP,C,C00653162,2018,ID,10,H,,
H2IL01042,"RUSH, BOBBY LEE",DEM,I,C00257121,2018,IL,1,H,,N00004887
H2IL01182,"TILLMAN, JIMMY LEE",REP,C,,2018,IL,1,H,https://www.jimmylee2dc.com/,
H2IL02172,"KELLY, ROBIN",DEM,I,C00539866,2018,IL,2,H,,N00035215
H8IL02120,"MERKLE, DAVID",REP,C,,2018,IL,2,H,,
H6IL03148,"JONES, ARTHUR J.",REP,C,,2018,IL,3,H,http://artjonesforcongressman.com/,
H4IL03077,"LIPINSKI, DANIEL WILLIAM WILLIAM",DEM,I,C00405431,2018,IL,3,H,http://www.lipinskiforcongress.com,N00027239
H8IL04134,"GARCIA, JESUS",DEM,O,C00661777,2018,IL,4,H,http://jesuschuygarcia.com,
H8IL04175,"LORCH, MARK WAYNE",REP,O,C00665356,2018,IL,4,H,,
H8IL05073,"HANSON, TOM",REP,C,C00451252,2018,IL,5,H,,
H0IL05096,"QUIGLEY, MIKE",DEM,I,C00457556,2018,IL,5,H,https://quigleyforcongress.com/,N00030581
H8IL06139,"CASTEN, SEAN",DEM,C,C00648493,2018,IL,6,H,https://www.castenforcongress.com/,
H6IL06117,"ROSKAM, PETER",REP,I,C00410969,2018,IL,6,H,https://www.roskamforcongress.com/,N00004719
H8IL17045,"CAMERON, CRAIG",REP,C,C00649426,2018,IL,7,H,https://cameron4congress.com/,
H4IL07037,"DAVIS, DANNY K",DEM,I,C00172619,2018,IL,7,H,,N00004884
H8IL08101,"DIGANVKER, JITENDRA JD",REP,C,C00646489,2018,IL,8,H,https://www.jdforcongress.com/,
H6IL08147,"KRISHNAMOORTHI, S. RAJA",DEM,I,C00575092,2018,IL,8,H,http://rajaforcongress.com/,N00033240
H8IL08127,"STRAW, ANDREW U. D.",DIS,C,,2018,IL,8,H,,
H8IL09224,"ELLESON, JOHN D",REP,C,C00672907,2018,IL,9,H,https://johnnotjan.com/,
H8IL09067,"SCHAKOWSKY, JANICE D",DEM,I,C00327023,2018,IL,9,H,http://www.janschakowsky.org/,N00004724
H8IL10115,"BENNETT, DOUGLAS R 1963",REP,C,C00634808,2018,IL,10,H,https://www.il10.org/,
H2IL10068,"SCHNEIDER, BRADLEY SCOTT",DEM,I,C00495952,2018,IL,10,H,http://www.schneiderforcongress.com,N00033101
H8IL14067,"FOSTER, G. WILLIAM (BILL)",DEM,I,C00435099,2018,IL,11,H,http://www.billfoster.com/,N00029139
H6IL11133,"STELLA, DOMINICK J. M.D.",REP,C,C00586065,2018,IL,11,H,https://www.stellaforcongress.com/,N00037593
H8IL12152,"AUXIER, RANDY",GRE,C,C00674317,2018,IL,12,H,https://www.randyforcongress.org/,
H4IL12060,"BOST, MICHAEL",REP,I,C00546499,2018,IL,12,H,http://bostforcongress.com/,N00035420
H8IL12129,"Kelly, Brendan",DEM,C,C00649558,2018,IL,12,H,https://brendan4southernil.com/,
H2IL13120,"Davis, Rodney L",REP,I,C00521948,2018,IL,13,H,https://electrodney.com/,N00034784
H8IL13150,"LONDRIGAN, BETSY DIRKSEN",DEM,C,C00649483,2018,IL,13,H,http://www.betsydirksenlondrigan.com/,
H0IL14080,"HULTGREN, RANDY",REP,I,C00467522,2018,IL,14,H,https://randyhultgren.com/,N00031104
H8IL14174,"UNDERWOOD, LAUREN A",DEM,C,C00652719,2018,IL,14,H,https://www.underwoodforcongress.com/,
H8IL15072,"GAITHER, KEVIN",DEM,C,C00648675,2018,IL,15,H,https://gaither4il.com/,
H2IL20042,"SHIMKUS, JOHN M",REP,I,C00258855,2018,IL,15,H,https://johnshimkus.com/,N00004961
H8IL16120,"DADY, SARA",DEM,C,C00654178,2018,IL,16,H,https://www.saradadyforcongress.com/,
H0IL11052,"KINZINGER, ADAM",REP,I,C00458877,2018,IL,16,H,http://www.electadam.com/,N00030667
H8IL16187,"OWENS, KYLE LEE MASTER",IND,C,C00676452,2018,IL,16,H,,
H2IL17071,"BUSTOS, CHERI",DEM,I,C00498568,2018,IL,17,H,http://www.cheribustos.com/,N00033390
H4IL17077,"FAWELL, WILLIAM W",REP,C,C00675728,2018,IL,17,H,http://www.electfawell.com/,
H6IL18088,"LAHOOD, DARIN MCKAY",REP,I,C00575050,2018,IL,18,H,https://www.lahoodforcongress.com/,N00037031
H6IL18161,"RODRIGUEZ, JUNIUS",DEM,C,C00651653,2018,IL,18,H,http://www.rodriguezcongress.com/,
H4IL19081,"ROTHERT, ANTHONY E",DEM,C,C00408013,2018,IL,19,H,,
S8IN00171,"BRAUN, MIKE",REP,C,C00653147,2018,IN,0,S,https://www.mikebraunforindiana.com/,
S6IN00225,"BRENTON, LUCY",LIB,C,C00624668,2018,IN,0,S,http://www.lucyforsenate.com/,
S2IN00091,"DONNELLY, JOSEPH S",DEM,I,C00393652,2018,IN,0,S,http://joeforindiana.com/,
S8IN00197,"PIPER, JOHN PATRICK",IND,C,C00654483,2018,IN,0,S,https://piperforsenate.com/,
H8IN01096,"LEYVA, MARK J",REP,C,C00357434,2018,IN,1,H,http://markleyva.com/,
H4IN01012,"VISCLOSKY, PETER J.",DEM,I,C00166504,2018,IN,1,H,http://www.viscloskyforcongress.us/,N00003813
H8IN02169,"HALL, MEL",DEM,C,C00657635,2018,IN,2,H,https://www.melforcongress.com/,
H0IN02190,"WALORSKI SWIHART, JACKIE",REP,I,C00468579,2018,IN,2,H,http://www.standwithjackie.com,N00031226
H6IN03229,"BANKS, JAMES E",REP,I,C00577999,2018,IN,3,H,http://www.jimbanks.us,N00037185
H8IN03076,"TRITCH, COURTNEY",DEM,C,C00648055,2018,IN,3,H,https://www.tritchforcongress.com/,
H8IN04199,"BAIRD, JAMES R PHD",REP,O,C00662940,2018,IN,4,H,http://www.electjimbaird.com/,
H8IN04207,"BALLOCK, THOMAS",W,O,C00660308,2018,IN,4,H,,
H8IN04124,"BECK, TOBI",DEM,O,C00639013,2018,IN,4,H,http://www.beck4indiana.org/,
H2IN05082,"BROOKS, SUSAN MRS.",REP,I,C00500207,2018,IN,5,H,http://www.susanbrooksforcongress.com/,N00033495
H8IN05188,"THORNTON, DIERDRE",DEM,C,C00664797,2018,IN,5,H,www.deethorntonforcongress.com,
H8IN06152,"LAKE, JEANNINE LEE",DEM,O,C00678557,2018,IN,6,H,https://www.jeannineleelakeforcongress.com/,
H8IN06129,"PENCE, GREGORY J.",REP,O,C00658401,2018,IN,6,H,https://www.gregpenceforcongress.com,
H8IN07184,"CARSON, ANDRE",DEM,I,C00442921,2018,IN,7,H,http://andrecarson.com/,N00029513
H8IN07150,"HARMON, WAYNE E",REP,C,C00546721,2018,IN,7,H,http://www.weharmon.com,
H0IN08114,"BUCSHON, LARRY D.",REP,I,C00468256,2018,IN,8,H,http://www.bucshonforcongress.com/,N00031227
H8IN08141,"TANOOS, WILLIAM",DEM,C,C00652636,2018,IN,8,H,http://williamtanoos.com/,
H6IN09176,"HOLLINGSWORTH, TREY",REP,I,C00590463,2018,IN,9,H,http://www.votefortrey.com/,N00038429
H8IN09107,"Watson, Liz",DEM,C,C00651331,2018,IN,9,H,https://lizforindiana.com/,
H4KS01059,"LAPOLICE, ALAN",DEM,C,C00552810,2018,KS,1,H,,N00035729
H6KS01179,"MARSHALL, ROGER W",REP,I,C00576173,2018,KS,1,H,http://kansansformarshall.com,N00037034
H8KS02173,"Davis, Paul T.",DEM,O,C00653121,2018,KS,2,H,https://www.davisforkansas.com/,
H8KS02223,"STANDLEY, KELLY D 1969",LIB,O,C00668046,2018,KS,2,H,,
H8KS02199,"WATKINS, STEVE",REP,O,C00660050,2018,KS,2,H,https://steveforkansas.com/,
H8KS03130,"CLEMMONS, CHRISTOPHER KELLY",LIB,C,C00667345,2018,KS,3,H,,
H8KS03155,"DAVIDS, SHARICE",DEM,C,C00670034,2018,KS,3,H,https://www.shariceforcongress.com/,
H0KS03137,"YODER, KEVIN",REP,I,C00472365,2018,KS,3,H,http://www.yoderforcongress.com/,N00031502
H8KS04112,"ESTES, RON",REP,I,C00632067,2018,KS,4,H,https://estesforcongress.com/,
H8KS04120,"THOMPSON, JAMES A MR.",DEM,C,C00631572,2018,KS,4,H,https://www.votejamesthompson.com/,
H6KY01110,"COMER, JAMES",REP,I,C00588764,2018,KY,1,H,http://jamescomer.com,N00038260
H8KY01074,"WALKER, PAUL",DEM,C,C00665679,2018,KY,1,H,http://www.votepaulwalker.com/,
H8KY02031,"GUTHRIE, S. BRETT HON.",REP,I,C00445023,2018,KY,2,H,http://www.brettguthrie.com,N00029675
H8KY02080,"LINDERMAN, HANK",DEM,C,C00668194,2018,KY,2,H,https://www.hank4ky.com/,
H8KY03211,"GLISSON, VICKIE YATES BROWN",REP,C,C00668699,2018,KY,3,H,https://glissonforlouisville.com/,
H6KY03124,"YARMUTH, JOHN A",DEM,I,C00419630,2018,KY,3,H,http://www.yarmuthforcongress.com,N00028073
H8KY04151,"GOODWIN, DAVID",IND,C,C00664748,2018,KY,4,H,https://www.voteforgood.win/,
H8KY04169,"HALL, SETH BLANE 1962",DEM,C,C00666131,2018,KY,4,H,https://www.sethhallcongress.com/,
H2KY04121,"MASSIE, THOMAS H.",REP,I,C00509729,2018,KY,4,H,http://www.thomasmassie.com,N00034041
H0KY05015,"ROGERS, HAROLD DALLAS",REP,I,C00116632,2018,KY,5,H,,N00003473
H6KY05111,"STEPP, KENNETH STEPHENSON",DEM,C,C00669200,2018,KY,5,H,http://steppforcongress.blogspot.com/,
H0KY06104,"Barr, Garland Andy",REP,I,C00467571,2018,KY,6,H,https://www.andybarrforcongress.com,N00031233
H8KY06198,"EDDY, CHUCK",REP,C,,2018,KY,6,H,,
H8KY06164,"MCGRATH, AMY",DEM,C,C00646745,2018,KY,6,H,https://www.amymcgrathforcongress.com/,
H8LA01148,"DUGAS, LEE ANN MS",DEM,C,C00679563,2018,LA,1,H,,
H8LA01130,"FRANCIS, JIM",DEM,C,C00670950,2018,LA,1,H,http://www.jimfrancisforcongress.com/,
H6LA01225,"KEARNEY, HOWARD",LIB,C,C00675835,2018,LA,1,H,http://www.kearneyforcongress.com/,
H8LA01122,"SAVOIE, TAMMY MARIE DR",DEM,C,C00678326,2018,LA,1,H,https://www.tammysavoie.com/,
H0LA01087,"SCALISE, STEVE MR",REP,I,C00394957,2018,LA,1,H,http://www.stevescalise.com,N00009660
H8LA02054,"RICHMOND, CEDRIC L.",DEM,I,C00451336,2018,LA,2,H,http://www.cedricrichmond.com,N00030184
H8LA03060,"ANDERSON, ROBERT JON",DEM,C,C00668913,2018,LA,3,H,https://www.robjonanderson.com/,
H8LA03037,"GUILLORY, JOSHUA S",REP,C,C00632448,2018,LA,3,H,http://www.votejosh2018.com/,
H6LA03148,"HIGGINS, CLAY CAPTAIN",REP,I,C00617662,2018,LA,3,H,http://captainhiggins.com/,
H8LA03052,"METCALF, CHARLES DAVID JR",DEM,C,,2018,LA,3,H,https://metcalf2018.com/,
H8LA03094,"METHVIN, MIMI",DEM,C,C00673384,2018,LA,3,H,https://votemimi.org/,
H6LA03155,"RADER, LARRY",DEM,C,C00622829,2018,LA,3,H,https://www.larryraderforcongress.com/,
H8LA03086,"THOMAS, VERONE A MR",DEM,C,C00675421,2018,LA,3,H,http://www.thomasishonest.com/,
H6LA04138,"JOHNSON, JAMES MICHAEL",REP,I,C00608695,2018,LA,4,H,http://www.mikejohnsonforlouisiana.com,N00039106
H8LA04282,"TRUNDLE, RYAN",DEM,C,C00677179,2018,LA,4,H,http://www.ryantrundle.com/,
H4LA05221,"ABRAHAM, RALPH LEE DR. JR.",REP,I,C00563940,2018,LA,5,H,https://www.ralphabraham.com,N00036633
H8LA05099,"FLEENOR, JESSEE CARLTON",DEM,C,C00683888,2018,LA,5,H,,
H8LA06154,"DEWITT, JUSTIN",DEM,C,C00662270,2018,LA,6,H,https://www.dewittforcongress.com,
H4LA06153,"GRAVES, GARRET",REP,I,C00558486,2018,LA,6,H,http://www.garretgravesforcongress.com,N00036135
H8LA06162,"SAIZAN, ANDIE",DEM,C,C00676569,2018,LA,6,H,http://www.voteandie.com/,
H4LA07029,"Boustany, Charles Jr.",REP,I,C00394866,2018,LA,7,H,,N00026595
S8MA00268,"AYYADURAI, SHIVA DR",IND,C,C00638148,2018,MA,0,S,https://shiva4senate.com/,
S8MA00284,"DEVINE, JOHN P",IND,C,C00638312,2018,MA,0,S,,
S8MA00276,"DIEHL, GEOFF",REP,C,C00637611,2018,MA,0,S,https://diehlforsenate.com/,
S8MA00334,"GALLO, LOUIS EDWARD",IND,C,C00669416,2018,MA,0,S,,
S2MA00170,"WARREN, ELIZABETH",DEM,I,C00500843,2018,MA,0,S,https://www.elizabethwarren.com/,
S8MA00250,"WATERS, ALLEN RODNEY",IND,C,C00639161,2018,MA,0,S,https://www.allenrwaters.com/,
H4MA01059,"MAYOCK, FREDERICK",IND,C,C00565085,2018,MA,1,H,http://www.mayockforcongress.com,
H8MA02041,"NEAL, RICHARD E MR.",DEM,I,C00226522,2018,MA,1,H,,N00000153
H8MA02066,"GORDY, PAUL VINCENT",UNK,C,C00634444,2018,MA,2,H,https://paulvgradyforuscongressdistrict2ma.com/,
H8MA02116,"LOVVORN, TRACY LYN",REP,C,C00669614,2018,MA,2,H,https://tracyforcongress.com/,
H4MA03022,"MCGOVERN, JAMES P. MR.",DEM,I,C00285171,2018,MA,2,H,https://www.jimmcgovern.com,N00000179
H8MA03114,"GREEN, RICK",REP,O,C00657098,2018,MA,3,H,http://www.rickgreenforma.com/,
H8MA03072,"KOH, DANIEL ARRIGG",DEM,O,C00654509,2018,MA,3,H,https://koh2018.com/,
H8MA03221,"MULLEN, MICHAEL P MR.",UN,O,C00678797,2018,MA,3,H,https://mullen2018.com/,
H8MA03106,"TRAHAN, LORI",DEM,O,C00655647,2018,MA,3,H,https://loritrahan.com/,
H2MA04073,"KENNEDY, JOSEPH P III",DEM,I,C00512970,2018,MA,4,H,http://www.joekennedyforcongress.com,N00034044
H4MA05084,"CLARK, KATHERINE",DEM,I,C00541888,2018,MA,5,H,http://katherineclark.org,N00035278
H8MA06141,"CHARBONNEAU, MARY JEAN",IND,C,C00681072,2018,MA,6,H,,
H8MA06125,"LABO, THOMAS MATHEW",VET,C,,2018,MA,6,H,,
H4MA06090,"MOULTON, SETH",DEM,I,C00547240,2018,MA,6,H,https://sethmoulton.com,N00035431
H8MA06133,"SCHNEIDER, JOSEPH",REP,C,C00672956,2018,MA,6,H,http://joeschneiderforcongress.com/,
H8MA07032,"PRESSLEY, AYANNA",DEM,C,C00667741,2018,MA,7,H,https://ayannapressley.com/,
H2MA09072,"LYNCH, STEPHEN",DEM,I,C00366948,2018,MA,8,H,http://www.stephenflynch.com,N00013855
H0MA10082,"KEATING, WILLIAM RICHARD",DEM,I,C00479063,2018,MA,9,H,http://www.keatingforcongress.com,N00031933
H8MA09046,"TEDESCHI, PETER D. MR.",REP,C,C00658492,2018,MA,9,H,https://tedeschiforcongress.com/,
H8MA15019,"YAMADA, TARO",LIB,C,,2018,MA,15,H,,
S8MD00328,"CAMPBELL, ANTONO WADE",REP,C,C00665430,2018,MD,0,S,http://www.campbell4maryland.com/,
S6MD03177,"CARDIN, BENJAMIN L",DEM,I,C00411587,2018,MD,0,S,https://www.bencardin.com,
S8MD00302,"SIMON, NEAL",IND,C,C00671073,2018,MD,0,S,https://www.nealsimon.com/,
S6MD03664,"VOHRA, ARVIN",LIB,C,,2018,MD,0,S,http://www.votevohra.com/,
H8MD01193,"COLVIN, JESSE",DEM,C,C00657650,2018,MD,1,H,jessecolvin.com/,
H8MD01094,"HARRIS, ANDREW P",REP,I,C00435974,2018,MD,1,H,http://andyharris.com,N00029147
H8MD01235,"MARTIN, JENICA",LIB,C,,2018,MD,1,H,http://www.martin4congress.us/,
H8MD02118,"MATORY, LIZ",REP,C,C00583781,2018,MD,2,H,,
H2MD02160,"RUPPERSBERGER, C.A. DUTCH",DEM,I,C00376673,2018,MD,2,H,https://www.dutchforcongress.com,N00025482
H8MD03165,"ANTHONY, CHARLES",REP,C,C00684878,2018,MD,3,H,,
