fec_candidate_id,name,party,status,state,zip,fec_committee_id,cycle,cand_status,office_state,district,branch,url,crp_id
H8PA16078,"KING, JESSICA",DEM,O,PA,17602,C00648774,2018,C,PA,11,H,https://jesskingforcongress.com/,
H6PA16320,"SMUCKER, LLOYD K.",REP,I,PA,17601,,2018,C,PA,11,H,http://www.electsmuckerpa.com/,N00038781
H8PA05204,"FRIEDENBERG, MARC",DEM,C,PA,16868,C00655084,2018,C,PA,12,H,https://marcforpa.com/,
H0PA10078,"MARINO, THOMAS ANTHONY",REP,I,PA,17728,C00475145,2018,C,PA,12,H,,N00031777
H8PA13125,"JOYCE, JOHN",REP,C,PA,16648,C00674259,2018,C,PA,13,H,,
H8PA13133,"OTTAWAY, BRENT M",DEM,C,PA,16648,C00674887,2018,C,PA,13,H,,
H8PA14065,"BOERIO, BIBIANA",DEM,C,PA,15650,C00675041,2018,C,PA,14,H,,
H8PA18199,"RESCHENTHALER, GUY MR.",REP,O,PA,15222,C00657833,2018,C,PA,14,H,https://www.guyforpa.com/,
H8PA09065,"BOSER, SUSAN",DEM,O,PA,15701,C00670364,2018,C,PA,15,H,,
H8PA15203,"COLLICA, CHIP",NPA,O,PA,17033,C00663039,2018,N,PA,15,H,,
H8PA05071,"THOMPSON, GLENN",REP,I,PA,16841,C00444620,2018,C,PA,15,H,http://www.friendsofglennthompson.com/,N00029736
H8PA15229,"Wild, Susan",DEM,O,PA,18104,C00658567,2018,C,PA,15,H,https://wildforcongress.com/,
H4PA21069,"DiNicola, Ronald A.",DEM,C,PA,16505,C00673350,2018,C,PA,16,H,,
H0PA03271,"KELLY, GEORGE J JR",REP,I,PA,16001,C00474189,2018,C,PA,16,H,https://www.mikekellyforcongress.com/,N00031647
H8PA18181,"Lamb, Conor",DEM,I,PA,15228,C00657411,2018,C,PA,17,H,https://conorlamb.com/,
H0PA04220,"Rothfus, Keith",REP,I,PA,15143,C00497115,2018,C,PA,17,H,https://www.keithrothfus.com/,N00031253
H4PA18131,"DOYLE, MICHAEL",DEM,I,PA,15221,C00290064,2018,C,PA,18,H,http://www.mikedoyleforcongress.com/,
H2PA19091,"MALONEY, ERIC",REP,O,PA,17356,C00493866,2018,N,PA,19,H,,
H8PR00070,"BAYOUTH, ALFREDO CASTELLANOS",IND,C,PR,907,C00436774,2018,N,PR,0,H,,
H6PR00090,"FERRER RIOS, HECTOR",DEM,O,PR,926,C00604934,2018,P,PR,0,H,,N00038783
H6PR00082,"GONZALEZ COLON, JENNIFFER",PNP,I,PR,936,C00588392,2018,N,PR,0,H,,N00037615
H0PR00051,"HERNANDEZ-MAYORAL, JOSE A",DEM,C,PR,901,C00344390,2018,P,PR,0,H,,
H6PR01031,"NOGALES-MOLINELLI, MARIANA",PPT,O,PR,791,C00613059,2018,N,PR,0,H,,N00039573
H8PR00062,"PIERLUISI, PEDRO",DEM,I,PR,966,C00435636,2018,P,PR,0,H,,N00029168
H6PR01015,"ROSA, ANGEL",DEM,O,PR,680,C00597682,2018,P,PR,0,H,,N00038784
H4PR00095,"VIVONI, MIGUEL HERNANDEZ",OTH,O,PR,920,C00567735,2018,P,PR,0,H,,N00036779
S8RI00128,"FLANDERS, ROBERT MR",REP,C,RI,2901,C00638791,2018,C,RI,0,S,http://flandersforsenate.com/,
S8RI00110,"NARDOLILLO, ROBERT ANTHONY III",REP,C,RI,2827,C00637983,2018,C,RI,0,S,https://www.bobby4senate.com,
S6RI00221,"WHITEHOUSE, SHELDON II",DEM,I,RI,2940,C00410803,2018,C,RI,0,S,https://whitehouseforsenate.com/,
H8RI00011,"ZUCCOLO, JOE",UNK,C,RI,2885,C00447979,2018,N,RI,0,H,,
H0RI01073,"CICILLINE, DAVID N",DEM,I,RI,2906,C00476564,2018,C,RI,1,H,http://www.cicilline.com/,N00032019
H6RI02284,"CAIOZZO, SALVATORE",REP,C,RI,2817,C00665349,2018,N,RI,2,H,http://www.rhodyfirst.com/,
H0RI02139,"LANGEVIN, JAMES R. HONORABLE",DEM,I,RI,2886,C00344697,2018,C,RI,2,H,,N00009724
H2SC00020,"BAUER, ANDRE",REP,C,SC,29579,C00504993,2018,P,SC,0,H,,
H8SC01124,"ARRINGTON, KATHERINE ELIZABETH",REP,C,SC,29483,C00653204,2018,C,SC,1,H,https://www.votekatiearrington.com/,
H8SC01116,"Cunningham, Joe",DEM,C,SC,29413,C00650507,2018,C,SC,1,H,https://www.joecunninghamforcongress.com/,
H8SC02106,"CARRIGAN, SEAN J MR.",DEM,C,SC,29036,C00652321,2018,C,SC,2,H,http://www.carriganforcongress.com/,
H8SC02114,"ROBERTSON, ANNABELLE",DEM,C,SC,29209,C00661009,2018,C,SC,2,H,https://www.annabelle2018.com/,
H2SC02059,"WILSON, JOE THE HON.",REP,I,SC,29171,C00368522,2018,C,SC,2,H,http://www.joewilsonforcongress.com/,N00024809
H4SC03111,"CLEVELAND, HOSEA N",DEM,C,SC,29678,C00616888,2018,C,SC,3,H,http://www.voteclevelandforcongress.com/,N00036373
H0SC03077,"DUNCAN, JEFFREY D MR.",REP,I,SC,29360,C00460550,2018,C,SC,3,H,http://www.jeffduncan.com/,N00030752
H8SC03070,"GEREN, MARY SMITH",DEM,C,SC,29621,C00636696,2018,C,SC,3,H,https://marygeren.com/,
H8SC04342,"BRIGHT, LEE",REP,O,SC,29301,C00673525,2018,C,SC,4,H,http://www.leebrightforcongress.com/,
H8SC04300,"BROWN, BRANDON PENDARVIS",DEM,O,SC,29687,C00672162,2018,C,SC,4,H,https://brandonpbrown.com/,
H8SC04276,"HAMILTON, DANIEL KELLER WIL",REP,O,SC,29607,C00668269,2018,C,SC,4,H,http://votedanhamilton.com/,
H8SC04235,"MORIN, WILLIAM C III",DEM,O,SC,29681,C00661389,2018,C,SC,4,H,https://www.electwillmorin.com/,
H8SC04250,"TIMMONS, WILLIAM R. IV",REP,O,SC,29602,C00668491,2018,C,SC,4,H,https://www.votetimmons.com/,
H8SC04227,"TURNER, D LEE",DEM,O,SC,29605,C00666230,2018,C,SC,4,H,https://www.leeturnerforcongress.com/,
H2SC04121,"CHANDLER, MICHAEL",CON,C,SC,29338,C00525345,2018,N,SC,5,H,,
H8SC05158,"NORMAN, RALPH W. JR.",REP,I,SC,29732,C00633610,2018,C,SC,5,H,https://www.electralphnorman.com/,
H8SC05174,"PARNELL, ARCHIE",DEM,C,SC,29151,C00634709,2018,C,SC,5,H,http://archieparnell.com/,
H2SC02042,"CLYBURN, JAMES E.",DEM,I,SC,29203,C00255562,2018,C,SC,6,H,http://www.clyburnforcongress.com/,N00002408
H8SC06107,"GRESSMANN, GERHARD RALF REV",REP,C,SC,29918,C00671990,2018,C,SC,6,H,https://www.gressmannforcongress.com/,
H6SC07018,"HYMAN, MAL",DEM,C,SC,29550,C00668061,2018,C,SC,7,H,https://www.malhyman.com/,N00038788
H2SC07066,"RICE, TOM",REP,I,SC,29577,C00506048,2018,C,SC,7,H,http://www.votetomrice.com/,N00033832
H8SC07063,"WILLIAMS, ROBERT",DEM,C,SC,29532,C00677062,2018,C,SC,7,H,http://robertqwilliamsforcongress.com/,
H8SD01097,"BJORKMAN, TIMOTHY W MR.",DEM,O,SD,57012,C00650226,2018,C,SD,0,H,,
H8SD01105,"HENDRICKSON, GEORGE",LIB,O,SD,57105,C00666057,2018,N,SD,0,H,,
H8SD01055,"JOHNSON, DUSTY",REP,O,SD,57301,C00628917,2018,C,SD,0,H,,
S8TN00337,"BLACKBURN, MARSHA MRS",REP,O,TN,37027,C00376939,2018,C,TN,0,S,https://www.marshablackburn.com/,
H6TN00091,"BOHMS, ALAN",DEM,C,TN,37810,C00613117,2018,N,TN,0,H,,N00039582
S8TN00386,"BREDESEN, PHILIP",DEM,O,TN,37215,C00663658,2018,C,TN,0,S,https://www.bredesen.com/,
S8TN00436,"CARICO, JOHN",IND,O,TN,37312,,2018,N,TN,0,S,,
S8TN00469,"TODD, KRIS L",IND,O,TN,38358,,2018,N,TN,0,S,https://www.krisltodd.com/,
H8TN01079,"OLSEN, MARTIN",DEM,C,TN,37601,C00653253,2018,C,TN,1,H,http://www.olsenforcongress.com/,
H6TN01388,"ROE, DAVID PHILLIP DR.",REP,I,TN,37604,C00444471,2018,C,TN,1,H,http://roe4congress.com/,N00028463
H2TN01098,"SALYER, MICHAEL D.",IND,C,TN,37645,,2018,N,TN,1,H,,
H8TN02119,"BURCHETT, TIM",REP,O,TN,37950,C00652149,2018,C,TN,2,H,https://www.burchettforcongress.com/,
H8TN02176,"HOYOS, RENEE",DEM,O,TN,37920,C00654988,2018,C,TN,2,H,http://www.hoyosforcongress.com/,
H8TN02192,"SAMPLES, WILLIAM",IND,O,TN,37919,C00659268,2018,N,TN,2,H,http://www.gregsamples4congress.com/,
H8TN02184,"WHITMIRE, MARC",IND,O,TN,37917,C00657494,2018,N,TN,2,H,https://www.whitmire2018.com/,
H0TN03254,"FLEISCHMANN, CHARLES J",REP,I,TN,37402,C00461822,2018,C,TN,3,H,https://www.chuckforcongress.com/,N00030815
H8TN03208,"MITCHELL, DANIELLE DR.",DEM,C,TN,37343,C00641001,2018,C,TN,3,H,https://www.mitchell4congress.com/,
H0TN04195,"DESJARLAIS, SCOTT HON.",REP,I,TN,37380,C00464073,2018,C,TN,4,H,http://www.scottdesjarlais.com/,N00030957
H8TN04099,"PHILLIPS, MARIAH NICOLE",DEM,C,TN,37128,C00639641,2018,C,TN,4,H,https://www.mariah4congress.com/,
H8TN04115,"SHUPE, MICHAEL",IND,C,TN,38401,,2018,N,TN,4,H,,
H6TN04218,"TYLER, RICK",IND,C,TN,37361,,2018,N,TN,4,H,http://ricktylerforcongress.com/,
H6TN05314,"BALL, JODY",REP,C,TN,37214,C00676130,2018,N,TN,5,H,http://jodyballforcongress.com/,
H2TN05131,"COOPER, JAMES H.S.",DEM,I,TN,37219,C00376665,2018,C,TN,5,H,http://www.cooperforcongress.com/,N00003132
H8TN06128,"BARLOW, DAWN",DEM,O,TN,38580,C00671263,2018,C,TN,6,H,https://www.dawnbarlowforcongress.com/,
H8TN06110,"DUNN, LLOYD 1981",IND,O,TN,37148,C00670323,2018,N,TN,6,H,https://votedunn.weebly.com/,
H8TN06094,"ROSE, JOHN W.",REP,O,TN,38502,C00652743,2018,C,TN,6,H,https://johnrose.com/,
H6TN06163,"ROSS, DAVID",IND,O,TN,37188,,2018,N,TN,6,H,https://www.davidvsdc.com/,
H8TN07076,"GREEN, MARK DR.",REP,O,TN,37024,C00658385,2018,C,TN,7,H,https://www.markgreen4tn.com/,
H8TN07068,"KANEW, JUSTIN",DEM,O,TN,37046,C00638403,2018,C,TN,7,H,https://www.kanewforcongress.com/,
H2TN07194,"LADNER, LEONARD (LARRY) D.",IND,O,TN,38462,,2018,N,TN,7,H,http://www.ladner4congress.com/,
H8TN07118,"LEGENDRE, BRENT",IND,O,TN,37174,,2018,N,TN,7,H,http://www.ofthepeople2018.com/,
H8TN08108,"BOATNER, JOHN BURKE JR",DEM,C,TN,38117,,2018,C,TN,8,H,,
H2TN08077,"HART, JAMES",IND,C,TN,38222,C00372722,2018,N,TN,8,H,,
H2TN07103,"KUSTOFF, DAVID",REP,I,TN,38138,C00614826,2018,C,TN,8,H,http://www.kustoffforcongress.com/,
H6TN08250,"Stotts-Pearson, Erika",DEM,C,TN,38088,C00684977,2018,N,TN,8,H,https://erikastottspearson.com/,
H8TN09122,"AWGOWHAT, LEO",IND,C,TN,38111,,2018,N,TN,9,H,,
H8TN09114,"BERGMANN, CHARLOTTE",REP,C,TN,38125,C00666685,2018,C,TN,9,H,http://www.electbergmann.com/,
H6TN09068,"COHEN, STEPHEN IRA",DEM,I,TN,38112,C00422980,2018,C,TN,9,H,http://cohenforcongress.com/,N00003225
H6TN09431,"MANTANONA, NICHOLAS BRENT MR.",IND,C,TN,38114,C00621508,2018,N,TN,9,H,,
S2TX00312,"CRUZ, RAFAEL EDWARD TED",REP,I,TX,77019,C00492785,2018,C,TX,0,S,https://www.tedcruz.org/,
S8TX00418,"DIKEMAN, NEAL MONROE",LIB,C,TX,77224,C00677336,2018,C,TX,0,S,https://www.nealdikeman.com/,
S8TX00285,"O'ROURKE, ROBERT (BETO)",DEM,C,TX,79923,C00501197,2018,C,TX,0,S,https://betofortexas.com/,
H8TX01069,"CALLAWAY, JEFF",LIB,C,TX,75703,,2018,N,TX,1,H,https://texasoutlawpoet.com/,
H4TX04039,"GOHMERT, LOUIS B. MR. JR.",REP,I,TX,75711,C00386532,2018,C,TX,1,H,https://www.gohmert.com/,N00026148
H2TX01062,"MCKELLAR, SHIRLEY JONETTA DR",DEM,C,TX,75702,C00506287,2018,C,TX,1,H,http://www.votemckellar.com/,N00033834
H8TX02166,"CRENSHAW, DANIEL",UNK,O,TX,77269,C00660795,2018,C,TX,2,H,https://crenshawforcongress.com/,
H8TX02216,"GUNNELS, PATRICK",LIB,C,TX,75703,,2018,N,TX,2,H,,
H8TX02067,"LITTON, TODD CATLETT",DEM,O,TX,77006,C00639526,2018,C,TX,2,H,https://toddlitton.com/,
H8TX03081,"Barone, Roger Richard",REP,O,TX,75024,C00637405,2018,N,TX,3,H,http://www.barone4congress2018.com/,
H8TX03099,"BURCH, LORIE LOUISE",DEM,O,TX,,C00647057,2018,C,TX,3,H,https://lorieburchforcongress.com/,
H2TX27117,"CLAYTOR, CHRISTOPHER J.",LIB,O,TX,75024,,2018,N,TX,3,H,,
H8TX03131,"MASON, ROBERT CARTER",IND,O,TX,75023,C00635268,2018,N,TX,3,H,https://www.robertmasontx.com/,
H8TX03123,"TAYLOR, NICHOLAS V.",REP,O,TX,75093,C00653634,2018,C,TX,3,H,http://www.vantaylor.com/,
H8TX04162,"KRANTZ, CATHERINE",DEM,C,TX,75440,C00659813,2018,C,TX,4,H,http://catherinekrantzforcongress.com/,
H4TX04153,"RATCLIFFE, JOHN L",REP,I,TX,75032,C00554113,2018,C,TX,4,H,http://ratcliffeforcongress.com/,N00035972
H8TX05144,"GOODEN, LANCE",REP,O,TX,75160,C00662601,2018,C,TX,5,H,http://www.lancegooden.com/,
H8TX05086,"WOOD, DANNY EUGENE JR",DEM,O,TX,75160,C00636860,2018,C,TX,5,H,http://www.votedanwood.com/,
H8TX06183,"SANCHEZ, JANA LYNNE MS",DEM,O,TX,76168,C00631978,2018,C,TX,6,H,https://sanchezforcongress2018.com/,
H8TX06233,"Wright, Ron",REP,O,TX,76017,C00662171,2018,C,TX,6,H,https://www.wright4congress.com/,
H0TX07055,"CULBERSON, JOHN",REP,I,TX,77241,C00343236,2018,C,TX,7,H,http://www.culbersonforcongress.com/,N00009738
H8TX07140,"Fletcher, Elizabeth",DEM,C,TX,77098,C00640045,2018,C,TX,7,H,https://www.lizziefletcher.com/,
H6TX08100,"BRADY, KEVIN",REP,I,TX,77387,C00311043,2018,C,TX,8,H,http://www.bradyforcongress.com/,N00005883
H8TX08080,"DAVID, STEVEN",DEM,C,TX,77377,C00648964,2018,C,TX,8,H,http://www.electstevendavid.com/,
H4TX09095,"GREEN, ALEXANDER",DEM,I,TX,77054,C00578567,2018,C,TX,9,H,https://algreen.org/,N00026686
H4TX10093,"McCaul, Michael",REP,I,TX,78701,C00392688,2018,C,TX,10,H,https://www.michaelmccaul.com/,N00026460
H8TX10110,"SIEGEL, MICHAEL",DEM,C,TX,78701,C00662668,2018,C,TX,10,H,https://siegelfortexas.org/,
H4TX19136,"CONAWAY, MICHAEL HONORABLE",REP,I,TX,79701,C00383828,2018,C,TX,11,H,https://www.mikeconaway.com/,N00026041
H8TX11100,"LEEDER, VIRGINIA LOUISE",DEM,C,TX,78643,C00649210,2018,C,TX,11,H,http://jennielouleeder.com/,
H8TX12074,"ADIA, VANESSA MICHELLE",DEM,C,TX,76126,C00635797,2018,C,TX,12,H,https://www.vanessaadia.com/,
H6TX12060,"GRANGER, KAY",REP,I,TX,76107,C00310532,2018,C,TX,12,H,http://kaygranger.com/,N00008799
H8TX13163,"SAGAN, GREGORY T. MR.",DEM,C,TX,79124,C00649392,2018,C,TX,13,H,https://gregsagan2018.org/,
H4TX13014,"THORNBERRY, MAC",REP,I,TX,79226,C00286187,2018,C,TX,13,H,http://www.macthornberry.com/,N00006052
H8TX14120,"BELL, ADRIENNE",DEM,C,TX,77584,C00639872,2018,C,TX,14,H,https://bell2018.com/,
H2TX14149,"WEBER, RANDY",REP,I,TX,77546,C00502229,2018,C,TX,14,H,http://www.randyweber.org/,N00033539
H6TX15162,"GONZALEZ, VICENTE",DEM,I,TX,78501,C00592659,2018,C,TX,15,H,http://www.vicentegonzalez.com/,N00038809
H6TX15204,"WESTLEY, TIMMY LEE",REP,C,TX,18062,C00597716,2018,C,TX,15,H,http://www.timwestley.com/,N00038813
H8TX16109,"ESCOBAR, VERONICA",DEM,O,TX,79923,C00653923,2018,C,TX,16,H,https://veronicaescobar.com/,
H8TX16133,"SEEBERGER, RICK",REC,O,TX,79932,C00662379,2018,C,TX,16,H,https://www.seebergerforcongress.com/,
H0TX17104,"FLORES, BILL",REP,I,TX,77805,C00472241,2018,C,TX,17,H,http://www.billflores.com/,N00031545
H8TX17149,"KENNEDY, RICHARD",DEM,C,TX,78681,C00654640,2018,C,TX,17,H,https://www.rickkennedyforcongress.com/,
H4TX18054,"LEE, SHEILA JACKSON",DEM,I,TX,77004,C00287904,2018,C,TX,18,H,http://www.sheilajacksonlee18.com/,N00005818
H6TX18158,"PATE, AVA",REP,C,TX,77088,C00598375,2018,C,TX,18,H,http://www.avapateforuscongress.com/,N00038816
H6TX19099,"ARRINGTON, JODEY COOK",REP,I,TX,79493,C00588657,2018,C,TX,19,H,http://jodeyarrington.com/,N00038285
H8TX19111,"LEVARIO, MIGUEL ANTONIO MR. PHD",DEM,C,TX,79413,C00638353,2018,C,TX,19,H,https://levarioforcongress.com/,
H2TX35011,"CASTRO, JOAQUIN",DEM,I,TX,78292,C00497933,2018,C,TX,20,H,http://www.castroforcongress.com/,N00033316
H6TX20097,"PERSINGER, SCOTT EDWARD",REP,C,TX,78238,C00588251,2018,N,TX,20,H,,N00038288
H8TX21190,"Kopser, Joseph",DEM,O,TX,78270,C00641191,2018,C,TX,21,H,https://kopserforcongress.com/,
H8TX21307,"ROY, CHIP",REP,O,TX,78735,C00662767,2018,C,TX,21,H,https://chiproy.com/,
H8TX21372,"SANTOS, LEE",LIB,O,TX,78132,,2018,N,TX,21,H,https://www.hardcorelibertarian.com/,
H8TX21232,"TURULLOLS-BONILLA, RICARDO MR",UN,O,TX,78741,C00660845,2018,N,TX,21,H,http://ric4ush21.com/language/en/,
H8TX22313,"Kulkarni, Sri Preston",DEM,C,TX,77584,C00662874,2018,C,TX,22,H,https://www.kulkarniforcongress.com/,
H8TX22305,"MCELLIGOTT, JOHN B.",LIB,C,TX,77546,,2018,N,TX,22,H,,
H8TX22107,"OLSON, PETER G.",REP,I,TX,77479,C00437913,2018,C,TX,22,H,https://www.olsonforcongress.com/,N00029285
H8TX22297,"SWENY, SARA KELLEN MRS.",IND,C,TX,77584,C00671131,2018,N,TX,22,H,https://www.kellenforcongress.com/,
H4TX23088,"CORVALAN, RUBEN",LIB,C,TX,78258,C00622746,2018,N,TX,23,H,,N00035994
H8TX23170,"HILDT, ROBERT TRAVIS",GRE,C,TX,78016,C00679761,2018,C,TX,23,H,https://hildt4congress.org/,
H0TX23086,"HURD, WILLIAM",REP,I,TX,78245,C00545467,2018,C,TX,23,H,http://www.hurdforcongress.com/,N00031417
H8TX23121,"Jones, Gina Ortiz",DEM,C,TX,78245,C00652297,2018,C,TX,23,H,https://ginaortizjones.com/,
H4TX24151,"KOLLS, MIKE",LIB,C,TX,75056,,2018,N,TX,24,H,http://www.tellwashington.us/,
H4TX24094,"MARCHANT, KENNY E MR.",REP,I,TX,75011,C00393348,2018,C,TX,24,H,http://www.kennymarchant.com/,N00026710
H6TX24149,"MCDOWELL, JAN",DEM,C,TX,75007,C00588558,2018,C,TX,24,H,https://www.janmcdowell.com/,N00038290
H8TX25175,"LINDSEY, DESARAE",LIB,C,TX,75143,,2018,N,TX,25,H,,
H8TX25159,"OLIVER, JULIE LYNN",DEM,C,TX,78767,C00661769,2018,C,TX,25,H,https://oliver2018.com/,
H2TX33040,"WILLIAMS, ROGER",REP,I,TX,78709,C00498121,2018,C,TX,25,H,http://www.rogerforcongress.com/,N00030602
H0TX26105,"BOLER, MARK",LIB,C,TX,75254,,2018,N,TX,26,H,https://www.markboler4congress.org/,
H2TX26093,"BURGESS, MICHAEL C. DR.",REP,I,TX,76202,C00372532,2018,C,TX,26,H,http://burgessforcongress.org/,N00025219
H8TX26124,"FAGAN, LINSEY",DEM,C,TX,76248,C00635870,2018,C,TX,26,H,https://www.linseyfagan.com/,
H8TX27049,"CLOUD, MICHAEL",REP,I,TX,77903,C00655332,2018,C,TX,27,H,https://www.cloudforcongress.com/,
H8TX27056,"HOLGUIN, ERIC",DEM,O,TX,78468,C00641340,2018,C,TX,27,H,https://www.ericforus.com/,
H8TX27114,"TINUS, DANIEL",LIB,O,TX,77480,C00678672,2018,N,TX,27,H,https://dtinusforcongress.com/,
H2TX23082,"CUELLAR, HENRY R.",DEM,I,TX,78040,C00371302,2018,C,TX,28,H,http://www.henrycuellar.com/,N00024978
H8TX28211,"THOMAS, ARTHUR M., IV",LIB,C,TX,78233,,2018,N,TX,28,H,https://www.amtiv.com/,
H8TX29144,"BURNS, CULLEN",LIB,O,TX,77049,,2018,N,TX,29,H,,
H8TX29052,"GARCIA, SYLVIA R",DEM,O,TX,77009,C00660555,2018,C,TX,29,H,http://sylviaforcongress.com/,
H8TX29094,PHILLIP ARNOLD ARONOFF,REP,O,TX,77057,C00662973,2018,C,TX,29,H,https://www.aronoffforcongress.com/,
H2TX00015,"JOHNSON, EDDIE BERNICE",DEM,I,TX,75201,C00254573,2018,C,TX,30,H,,N00008122
H8TX30050,"JONES, SHAWN",LIB,C,TX,75093,,2018,N,TX,30,H,https://www.shawnjonesforcongress.com/welcometofreedom,
H2TX31044,"CARTER, JOHN R. REP.",REP,I,DC,20515,C00371203,2018,C,TX,31,H,https://www.johncarterforcongress.com/,N00025095
H8TX31058,"Hegar, Mary Jennings MJ",DEM,C,TX,78664,C00649350,2018,C,TX,31,H,http://www.mjfortexas.com/,
H8TX31066,"HOPE, JASON",LIB,C,TX,76682,,2018,N,TX,31,H,,
H8TX32098,"Allred, Colin",DEM,C,TX,75360,C00637868,2018,C,TX,32,H,https://www.colinallred.com/,
H8TX32189,"BAKER, MELINA",LIB,C,TX,75766,,2018,N,TX,32,H,,
H2TX03126,"SESSIONS, PETE MR.",REP,I,TX,75382,C00303305,2018,C,TX,32,H,https://www.petesessions.com/,N00005681
H8TX33021,"BILLUPS, WILLIE KAILAWN",REP,C,TX,76006,C00663179,2018,C,TX,33,H,http://www.billupsforcongress.com/,
H4TX33020,"REEVES, JASON",LIB,C,TX,75050,,2018,N,TX,33,H,,
H2TX33073,"VEASEY, MARC ALLISON MR.",DEM,I,TX,76105,C00506832,2018,C,TX,33,H,http://marcveasey.com/,N00033839
H6TX34031,"GONZALEZ, REY DR.",REP,C,TX,78586,C00607333,2018,C,TX,34,H,https://reygonzalez.org/,
H2TX27190,"VELA, FILEMON",DEM,I,TX,78248,C00513531,2018,C,TX,34,H,http://www.filemonvelaforcongress.com/,N00034349
H4TX10028,"DOGGETT, LLOYD",DEM,I,TX,78702,C00286500,2018,C,TX,35,H,https://www.votedoggett.com/,N00006023
H2TX01070,"PATERSON, CLARK",LIB,C,TX,78705,,2018,N,TX,35,H,http://www.clarkpforcongress.com/,
H8TX35026,"SMALLING, DAVID",REP,C,TX,75228,C00658849,2018,C,TX,35,H,https://www.davidsmallingforcongress.com/,
H6TX02079,"BABIN, BRIAN",REP,I,TX,75979,C00553859,2018,C,TX,36,H,http://www.babinforcongress.com/,N00005736
H8TX36024,"STEELE, DAYNA MS.",DEM,C,TX,77586,C00639419,2018,C,TX,36,H,https://daynasteele36.com/,
S2UT00229,"AALDERS, TIMOTHY NOEL",CON,O,UT,84003,C00678300,2018,C,UT,0,S,,
S8UT00127,"BOWDEN, CRAIG",LIB,O,UT,84414,C00636647,2018,C,UT,0,S,bowden4senate.com/,
S8UT00242,"KENNEDY, MIKE",REP,O,UT,84004,C00674358,2018,C,UT,0,S,,
S8UT00176,"ROMNEY, MITT WILLARD MR",REP,O,UT,84059,C00670695,2018,C,UT,0,S,https://www.romneyforutah.com/,
S8UT00143,"WILSON, JENNY",DEM,O,UT,84090,C00638460,2018,C,UT,0,S,https://wilsonforsenate.com/,
H2UT01094,"BISHOP, ROBERT",REP,I,UT,84302,C00374231,2018,C,UT,1,H,https://votebishop.com/,N00025292
H8UT01158,"CASTILLO, LEE MR",DEM,C,UT,84041,C00671982,2018,C,UT,1,H,https://utahisforeverybody.com/,
H8UT01125,"DAVIS, ADAM",GRE,C,UT,84095,C00670455,2018,N,UT,1,H,https://www.davisforutah.com/,
H8UT01133,"ELIASON, ERIC R",UNI,C,UT,84321,C00670059,2018,C,UT,1,H,https://eliasonforcongress.com/,
H8UT02255,"GHORBANI, SHIREEN SARAH",DEM,C,UT,84103,C00656280,2018,C,UT,2,H,https://www.shireenforcongress.com/,
H2UT02324,"STEWART, CHRIS",REP,I,UT,84025,C00506931,2018,C,UT,2,H,http://stewartforutah.com/,N00033932
H8UT02297,"WHIPPLE, JEFFREY",LIB,C,UT,84790,,2018,N,UT,2,H,https://www.whippleforcongress.org/,
H8UT03238,"CURTIS, JOHN",REP,I,UT,84604,C00647339,2018,C,UT,3,H,,
H8UT03444,"DUERDEN, GREGORY C.",IAP,C,UT,84058,,2018,N,UT,3,H,,
H8UT03451,"MCCOARD, MELANIE",OTH,C,UT,84606,,2018,N,UT,3,H,,
H8UT03402,"SINGER, JAMES COURAGE",DEM,C,UT,84119,C00673749,2018,C,UT,3,H,,
H2UT04023,"LOVE, MIA",REP,I,UT,84045,C00505776,2018,C,UT,4,H,,N00033842
H8UT04053,"MCADAMS, BEN",DEM,C,UT,84106,C00658633,2018,C,UT,4,H,,
S2VA00142,"KAINE, TIMOTHY MICHAEL",DEM,I,VA,23241,C00495358,2018,C,VA,0,S,https://www.timkaine.com/,
H4VA00049,"MARSHALL, ROBERT G",REP,C,VA,20111,C00558528,2018,P,VA,0,H,,
S8VA00297,"STEWART, COREY ALAN",REP,C,VA,22193,C00650374,2018,C,VA,0,S,https://www.coreystewart.com/,
H8VA01303,"WILLIAMS, VANGIE",DEM,C,VA,22480,C00632059,2018,C,VA,1,H,https://vangieforcongress.com/,
H8VA01147,"WITTMAN, ROBERT J MR.",REP,I,VA,22520,C00441014,2018,C,VA,1,H,https://robwittman.com/,N00029459
H6VA02115,"BROWN, SHAUN DENISE",DEM,C,VA,23454,C00615013,2018,C,VA,2,H,,N00039713
H8VA02111,"LURIA, ELAINE",DEM,C,VA,23466,C00664375,2018,C,VA,2,H,https://elaineforcongress.com/,
H0VA02118,"TAYLOR, SCOTT W. MR.",REP,I,VA,23466,C00608703,2018,C,VA,2,H,https://scotttaylor.us/,
H6VA01117,"SCOTT, ROBERT C MR",DEM,I,VA,23607,C00256925,2018,C,VA,3,H,,N00002147
H8VA04026,"MCADAMS, RYAN A. MR.",REP,C,VA,23140,C00663070,2018,C,VA,4,H,https://www.ryanmcadamsforcongress.com/,
H6VA04061,"MCEACHIN, ASTON DONALD",DEM,I,VA,23221,C00610964,2018,C,VA,4,H,https://www.donaldmceachin.com/,N00039327
H8VA04042,"WELLS, PETER JOSEPH",LIB,C,VA,23222,C00676379,2018,N,VA,4,H,https://www.petewellsforliberty.org/,
H8VA05155,"COCKBURN, LESLIE",DEM,O,VA,22740,C00650366,2018,C,VA,5,H,https://www.lesliecockburnforcongress.com/,
